UserId,ActivityCount,ActivityKeep,ActivityUsed,IntegralCurrentPoints,IntegralUsed,IngegralTotal,IntegralFrequency,IntegralAvgPointsDay,IntegralScanCount,IntegralScanTotal,IntegralScanFrequency,IntegralCheckinCount,IntegralCheckinFrequency,LoyaltyIsAutoLost,OrderCount,OrderFrequency,OrderItemCount,OrderAvgPrice,OrderProvinceCity,OrderAvgPoint,BabyCount,User_iCreator,ClientCode,MemberState
102506,0,0.0,0.0,0.0,0.0,3320,0.0,9.02173913,20,3320,0.0,0,0.0,1,1,0.0,1,0,-1,3336,1.0,1068.0,3002.0,4
102519,0,0.0,0.0,0.0,0.0,2968,0.0,1.88086185,13,2968,0.0,0,0.0,1,1,0.0,1,0,-1,2592,0.0,4.0,3005.0,4
102527,0,0.0,0.0,0.0,0.0,3534,0.0,8.050113895,19,3534,0.0,0,0.0,1,1,0.0,1,0,-1,2976,1.0,1069.0,3003.0,4
102533,0,0.0,0.0,0.0,0.0,144,0.0,0.37696335,2,144,0.0,0,0.0,1,2,0.0,2,0,-1,1944,1.0,1109.0,2972.0,4
10254,0,0.0,0.0,0.0,0.0,4945,1.043,3.196509372,48,4945,10434.783,0,0.0,1,1,0.0,2,0,-1,7032,0.0,4.0,19795.0,4
102540,0,0.0,0.0,0.0,0.0,3060,0.0,7.927461139,12,3060,0.0,0,0.0,1,2,15.0,2,0,-1,3336,1.0,3255.0,17391.0,4
102541,0,0.0,0.0,0.0,0.0,5447,0.562,14.184895833,27,5447,5625.0,0,0.0,1,2,15.0,2,0,-1,3156,1.0,3255.0,17391.0,4
102542,0,0.0,0.0,0.0,0.0,720,0.0,1.894736842,4,720,0.0,0,0.0,1,2,1.5,2,0,-1,3528,1.0,3924.0,16827.0,4
102543,0,0.0,0.0,0.0,0.0,2654,0.0,6.929503916,22,2654,0.0,0,0.0,1,2,15.0,2,0,-1,3036,1.0,3255.0,17391.0,4
102544,0,0.0,0.0,0.0,0.0,3592,0.0,9.305699481,37,3592,0.0,0,0.0,1,1,0.0,1,0,-1,912,1.0,4661.0,15606.0,4
102553,0,0.0,0.0,0.0,0.0,146,0.0,0.382198952,2,146,0.0,0,0.0,1,1,0.0,1,0,-1,3096,1.0,1109.0,2972.0,4
102554,0,0.0,0.0,0.0,0.0,504,0.0,1.37704918,7,504,0.0,0,0.0,1,1,0.0,1,0,-1,912,1.0,3223.0,18585.0,4
102562,0,0.0,0.0,0.0,0.0,3360,0.0,7.980997624,32,3360,0.0,0,0.0,1,1,0.0,1,0,-1,3240,1.0,4398.0,15733.0,4
102578,0,0.0,0.0,0.0,0.0,3592,0.0,9.329870129,14,3592,0.0,0,0.0,1,1,0.0,1,0,-1,3576,1.0,10487.0,13207.0,4
102580,0,0.0,0.0,0.0,0.0,3060,0.0,6.283367556,12,3060,0.0,0,0.0,1,1,0.0,1,0,-1,3060,1.0,4148.0,16739.0,4
102586,0,0.0,0.0,0.0,0.0,10330,0.541,25.506172839,40,10330,5405.405,0,0.0,1,2,25.0,2,0,-1,5004,1.0,9577.0,13383.0,4
102598,0,0.0,0.0,0.0,0.0,3516,0.0,2.469101123,33,3516,0.0,0,0.0,1,1,0.0,1,0,-1,3336,0.0,4.0,2918.0,4
102605,0,0.0,0.0,0.0,0.0,3456,0.0,5.702970297,12,3456,0.0,0,0.0,1,1,0.0,1,0,-1,3456,1.0,1075.0,3007.0,4
102606,0,0.0,0.0,0.0,0.0,3456,0.0,5.721854304,12,3456,0.0,0,0.0,1,1,0.0,1,0,-1,3456,1.0,1075.0,3007.0,4
102612,0,0.0,0.0,0.0,0.0,2976,0.0,7.650385604,12,2976,0.0,0,0.0,1,1,0.0,1,0,-1,2976,1.0,4148.0,16739.0,4
102613,0,0.0,0.0,0.0,0.0,7049,4.125,12.886654478,33,7049,41250.0,0,0.0,1,1,0.0,1,0,-1,6672,1.0,1042.0,22597.0,4
102614,0,0.0,0.0,0.0,0.0,3444,0.0,6.661508704,13,3444,0.0,0,0.0,1,1,0.0,1,0,-1,3336,1.0,1042.0,22597.0,4
102621,0,0.0,0.0,0.0,0.0,2976,0.0,1.672849915,12,2976,0.0,0,0.0,1,1,0.0,1,0,-1,2976,0.0,4.0,3036.0,4
102628,0,0.0,0.0,0.0,0.0,3060,0.0,7.409200968,12,3060,0.0,0,0.0,1,1,0.0,1,0,-1,3336,1.0,993.0,3054.0,4
10263,0,0.0,0.0,0.0,0.0,3159,0.075,1.484492481,12,3159,754.717,0,0.0,1,1,0.0,1,0,-1,3060,0.0,4.0,19795.0,4
102638,0,0.0,0.0,0.0,0.0,3336,0.0,8.44556962,12,3336,0.0,0,0.0,1,1,0.0,1,0,-1,3336,1.0,993.0,3054.0,4
102656,0,0.0,0.0,0.0,0.0,3022,0.0,5.701886792,12,3022,0.0,0,0.0,1,1,0.0,1,0,-1,2976,1.0,1007.0,3041.0,4
102661,0,0.0,0.0,0.0,0.0,3554,0.0,2.82063492,14,3554,0.0,0,0.0,1,1,0.0,1,0,-1,3456,0.0,4.0,3039.0,4
102663,0,0.0,0.0,0.0,0.0,3136,0.0,2.941838649,19,3136,0.0,0,0.0,1,1,0.0,1,0,-1,2976,0.0,4.0,3029.0,4
102666,0,0.0,0.0,0.0,0.0,3551,0.0,2.502466525,14,3551,0.0,0,0.0,1,1,0.0,1,0,-1,876,0.0,4.0,3039.0,4
102674,0,0.0,0.0,0.0,0.0,35810,0.215,16.381518755,140,35810,2147.239,0,0.0,1,11,58.72700119018555,11,0,-1,3260,0.0,4.0,2930.0,4
102681,0,0.0,0.0,0.0,0.0,606,0.0,0.38971061,3,606,0.0,0,0.0,1,0,0.0,0,0,-1,0,0.0,4.0,2951.0,4
102688,0,0.0,0.0,0.0,0.0,3511,0.0,8.712158808,15,3511,0.0,0,0.0,1,1,0.0,1,0,-1,3336,1.0,4421.0,15728.0,4
102695,0,0.0,0.0,0.0,0.0,3356,0.0,2.047589993,12,3356,0.0,0,0.0,1,1,0.0,1,0,-1,3336,0.0,4.0,3029.0,4
102699,0,0.0,0.0,0.0,0.0,2937,0.0,5.770137524,16,2937,0.0,0,0.0,1,1,0.0,1,0,-1,2976,1.0,1006.0,3040.0,4
102705,0,0.0,0.0,0.0,0.0,3517,0.7,3.625773195,14,3517,7000.0,0,0.0,1,2,0.0,2,0,-1,1740,0.0,4.0,3047.0,4
102706,0,0.0,0.0,0.0,0.0,3330,0.0,5.522388059,15,3330,0.0,0,0.0,1,1,0.0,1,0,-1,3336,1.0,1018.0,3029.0,4
102710,0,0.0,0.0,0.0,0.0,3534,0.0,5.802955665,14,3534,0.0,0,0.0,1,1,0.0,1,0,-1,3336,1.0,1237.0,2895.0,4
102717,0,0.0,0.0,0.0,0.0,3012,0.0,5.247386759,13,3012,0.0,0,0.0,1,1,0.0,1,0,-1,2976,1.0,1006.0,3040.0,4
102719,0,0.0,0.0,0.0,0.0,3472,0.0,2.047169811,14,3472,0.0,0,0.0,1,1,0.0,1,0,-1,3456,0.0,4.0,3022.0,4
102720,0,0.0,0.0,0.0,0.0,3336,0.0,1.924985574,12,3336,0.0,0,0.0,1,1,0.0,2,0,-1,3396,0.0,4.0,3015.0,4
102721,0,0.0,0.0,0.0,0.0,6448,1.625,17.333333333,26,6448,16250.0,0,0.0,1,2,1.0,5,0,-1,2765,1.0,1031.0,3017.0,4
102724,0,0.0,0.0,0.0,0.0,3555,7.5,6.522935779,15,3555,75000.0,0,0.0,1,1,0.0,1,0,-1,3456,1.0,1032.0,3018.0,4
102725,0,0.0,0.0,0.0,0.0,3336,0.0,1.918343875,12,3336,0.0,0,0.0,1,1,0.0,1,0,-1,3336,0.0,4.0,3022.0,4
102727,0,0.0,0.0,0.0,0.0,3336,0.0,2.02673147,12,3336,0.0,0,0.0,1,1,0.0,1,0,-1,3336,0.0,4.0,3022.0,4
102730,0,0.0,0.0,0.0,0.0,6870,6.75,17.984293193,27,6870,67500.0,0,0.0,1,3,22.66699981689453,3,0,-1,7304,1.0,8475.0,13247.0,4
102731,0,0.0,0.0,0.0,0.0,4444,0.458,10.918918918,27,4444,4576.271,0,0.0,1,2,27.5,2,0,-1,3216,1.0,10374.0,13258.0,4
102732,0,0.0,0.0,0.0,0.0,3336,0.0,1.969303423,12,3336,0.0,0,0.0,1,1,0.0,1,0,-1,3336,0.0,4.0,3020.0,4
102733,0,0.0,0.0,0.0,0.0,10300,0.571,5.747767857,44,10300,5714.286,0,0.0,1,2,8.5,5,0,-1,2618,0.0,4.0,3016.0,4
102735,0,0.0,0.0,0.0,0.0,3472,0.0,2.028037383,14,3472,0.0,0,0.0,1,1,0.0,1,0,-1,3456,0.0,4.0,3020.0,4
102736,0,0.0,0.0,0.0,0.0,3472,0.0,2.079041916,14,3472,0.0,0,0.0,1,1,0.0,1,0,-1,3456,0.0,4.0,3021.0,4
102738,0,0.0,0.0,0.0,0.0,3598,0.0,8.883950617,15,3598,0.0,0,0.0,1,2,0.0,2,0,-1,2004,1.0,10383.0,13253.0,4
